id,name,short,regency_id,op_id,status_id
1432,Prabumulih Barat,1672030,113,1,1
1433,Prabumulih Utara,1672031,113,1,1
1434,Cambai,1672040,113,1,1
1435,Dempo Selatan,1673010,114,1,1
1436,Dempo Tengah,1673011,114,1,1
1437,Dempo Utara,1673020,114,1,1
1438,Pagar Alam Selatan,1673030,114,1,1
1439,Pagar Alam Utara,1673040,114,1,1
1440,Lubuk Linggau Barat I,1674011,115,1,1
1441,Lubuk Linggau Barat Ii,1674012,115,1,1
1442,Lubuk Linggau Selatan I,1674021,115,1,1
1443,Lubuk Linggau Selatan Ii,1674022,115,1,1
1444,Lubuk Linggau Timur I,1674031,115,1,1
1445,Lubuk Linggau Timur Ii,1674032,115,1,1
1446,Lubuk Linggau Utara I,1674041,115,1,1
1447,Lubuk Linggau Utara Ii,1674042,115,1,1
1448,Manna,1701040,116,1,1
1449,Kota Manna,1701041,116,1,1
1450,Kedurang,1701042,116,1,1
1451,Bunga Mas,1701043,116,1,1
1452,Pasar Manna,1701044,116,1,1
1453,Kedurang Ilir,1701045,116,1,1
1454,Seginim,1701050,116,1,1
1455,Air Nipis,1701051,116,1,1
1456,Pino,1701060,116,1,1
1457,Pinoraya,1701061,116,1,1
1458,Ulu Manna,1701062,116,1,1
1459,Kota Padang,1702020,117,1,1
1460,Sindang Beliti Ilir,1702021,117,1,1
1461,Padang Ulak Tanding,1702030,117,1,1
1462,Sindang Kelingi,1702031,117,1,1
1463,Bindu Riang,1702032,117,1,1
1464,Sindang Beliti Ulu,1702033,117,1,1
1465,Sindang Dataran,1702034,117,1,1
1466,Curup,1702040,117,1,1
1467,Bermani Ulu,1702041,117,1,1
1468,Selupu Rejang,1702042,117,1,1
1469,Curup Selatan,1702043,117,1,1
1470,Curup Tengah,1702044,117,1,1
1471,Bermani Ulu Raya,1702045,117,1,1
1472,Curup Utara,1702046,117,1,1
1473,Curup Timur,1702047,117,1,1
1474,Enggano,1703010,118,1,1
1475,Kerkap,1703050,118,1,1
1476,Air Napal,1703051,118,1,1
1477,Air Besi,1703052,118,1,1
1478,Hulu Palik,1703053,118,1,1
1479,Tanjung Agung Palik,1703054,118,1,1
1480,Arga Makmur,1703060,118,1,1
1481,Arma Jaya,1703061,118,1,1
1482,Lais,1703070,118,1,1
1483,Batik Nau,1703071,118,1,1
1484,Giri Mulya,1703072,118,1,1
1485,Air Padang,1703073,118,1,1
1486,Padang Jaya,1703080,118,1,1
1487,Ketahun,1703090,118,1,1
1488,Napal Putih,1703091,118,1,1
1489,Ulok Kupai,1703092,118,1,1
1490,Pinang Raya,1703093,118,1,1
1491,Putri Hijau,1703100,118,1,1
1492,Marga Sakti Sebelat,1703101,118,1,1
1493,Nasal,1704010,119,1,1
1494,Maje,1704020,119,1,1
1495,Kaur Selatan,1704030,119,1,1
1496,Tetap,1704031,119,1,1
1497,Kaur Tengah,1704040,119,1,1
1498,Luas,1704041,119,1,1
1499,Muara Sahung,1704042,119,1,1
1500,Kinal,1704050,119,1,1
1501,Semidang Gumay,1704051,119,1,1
1502,Tanjung Kemuning,1704060,119,1,1
1503,Kelam Tengah,1704061,119,1,1
1504,Kaur Utara,1704070,119,1,1
1505,Padang Guci Hilir,1704071,119,1,1
1506,Lungkang Kule,1704072,119,1,1
1507,Padang Guci Hulu,1704073,119,1,1
1508,Semidang Alas Maras,1705010,120,1,1
1509,Semidang Alas,1705020,120,1,1
1510,Talo,1705030,120,1,1
1511,Ilir Talo,1705031,120,1,1
1512,Talo Kecil,1705032,120,1,1
1513,Ulu Talo,1705033,120,1,1
1514,Seluma,1705040,120,1,1
1515,Seluma Selatan,1705041,120,1,1
1516,Seluma Barat,1705042,120,1,1
1517,Seluma Timur,1705043,120,1,1
1518,Seluma Utara,1705044,120,1,1
1519,Sukaraja,1705050,120,1,1
1520,Air Periukan,1705051,120,1,1
1521,Lubuk Sandi,1705052,120,1,1
1522,Ipuh,1706010,121,1,1
1523,Air Rami,1706011,121,1,1
1524,Malin Deman,1706012,121,1,1
1525,Pondok Suguh,1706020,121,1,1
1526,Sungai Rumbai,1706021,121,1,1
1527,Teramang Jaya,1706022,121,1,1
1528,Teras Terunjam,1706030,121,1,1
1529,Penarik,1706031,121,1,1
1530,Selagan Raya,1706032,121,1,1
1531,Kota Mukomuko,1706040,121,1,1
1532,Air Dikit,1706041,121,1,1
1533,Xiv Koto,1706042,121,1,1
1534,Lubuk Pinang,1706050,121,1,1
1535,Air Manjunto,1706051,121,1,1
1536,V Koto,1706052,121,1,1
1537,Rimbo Pengadang,1707010,122,1,1
1538,Topos,1707011,122,1,1
1539,Lebong Selatan,1707020,122,1,1
1540,Bingin Kuning,1707021,122,1,1
1541,Lebong Tengah,1707030,122,1,1
1542,Lebong Sakti,1707031,122,1,1
1543,Lebong Atas,1707040,122,1,1
1544,Padang Bano,1707041,122,1,1
1545,Pelabai,1707042,122,1,1
1546,Lebong Utara,1707050,122,1,1
1547,Amen,1707051,122,1,1
1548,Uram Jaya,1707052,122,1,1
1549,Pinang Belapis,1707053,122,1,1
1550,Muara Kemumu,1708010,123,1,1
1551,Bermani Ilir,1708020,123,1,1
1552,Seberang Musi,1708030,123,1,1
1553,Tebat Karai,1708040,123,1,1
1554,Kepahiang,1708050,123,1,1
1555,Kaba Wetan,1708060,123,1,1
1556,Ujan Mas,1708070,123,1,1
1557,Merigi,1708080,123,1,1
1558,Talang Empat,1709010,124,1,1
1559,Karang Tinggi,1709020,124,1,1
1560,Taba Penanjung,1709030,124,1,1
1561,Merigi Kelindang,1709031,124,1,1
1562,Pagar Jati,1709040,124,1,1
1563,Merigi Sakti,1709041,124,1,1
1564,Pondok Kelapa,1709050,124,1,1
1565,Pondok Kubang,1709051,124,1,1
1566,Pematang Tiga,1709060,124,1,1
1567,Bang Haji,1709061,124,1,1
1568,Selebar,1771010,125,1,1
1569,Kampung Melayu,1771011,125,1,1
1570,Gading Cempaka,1771020,125,1,1
1571,Ratu Agung,1771021,125,1,1
1572,Ratu Samban,1771022,125,1,1
1573,Singaran Pati,1771023,125,1,1
1574,Teluk Segara,1771030,125,1,1
1575,Sungai Serut,1771031,125,1,1
1576,Muara Bangka Hulu,1771040,125,1,1
1577,Balik Bukit,1801040,126,1,1
1578,Sukau,1801041,126,1,1
1579,Lumbok Seminung,1801042,126,1,1
1580,Belalau,1801050,126,1,1
1581,Sekincau,1801051,126,1,1
1582,Suoh,1801052,126,1,1
1583,Batu Brak,1801053,126,1,1
1584,Pagar Dewa,1801054,126,1,1
1585,Batu Ketulis,1801055,126,1,1
1586,Bandar Negeri Suoh,1801056,126,1,1
1587,Sumber Jaya,1801060,126,1,1
1588,Way Tenong,1801061,126,1,1
1589,Gedung Surian,1801062,126,1,1
1590,Kebun Tebu,1801063,126,1,1
1591,Air Hitam,1801064,126,1,1
1592,Wonosobo,1802010,127,1,1
1593,Semaka,1802011,127,1,1
1594,Bandar Negeri Semuong,1802012,127,1,1
1595,Kota Agung,1802020,127,1,1
1596,Pematang Sawa,1802021,127,1,1
1597,Kota Agung Timur,1802022,127,1,1
1598,Kota Agung Barat,1802023,127,1,1
1599,Pulau Panggung,1802030,127,1,1
1600,Ulubelu,1802031,127,1,1
1601,Air Naningan,1802032,127,1,1
1602,Talang Padang,1802040,127,1,1
1603,Sumberejo,1802041,127,1,1
1604,Gisting,1802042,127,1,1
1605,Gunung Alip,1802043,127,1,1
1606,Pugung,1802050,127,1,1
1607,Bulok,1802101,127,1,1
1608,Cukuh Balak,1802110,127,1,1
1609,Kelumbayan,1802111,127,1,1
1610,Limau,1802112,127,1,1
1611,Kelumbayan Barat,1802113,127,1,1
1612,Natar,1803060,128,1,1
1613,Jati Agung,1803070,128,1,1
1614,Tanjung Bintang,1803080,128,1,1
1615,Tanjung Sari,1803081,128,1,1
1616,Katibung,1803090,128,1,1
1617,Merbau Mataram,1803091,128,1,1
1618,Way Sulan,1803092,128,1,1
1619,Sidomulyo,1803100,128,1,1
1620,Candipuro,1803101,128,1,1
1621,Way Panji,1803102,128,1,1
1622,Kalianda,1803110,128,1,1
1623,Rajabasa,1803111,128,1,1
1624,Palas,1803120,128,1,1
1625,Sragi,1803121,128,1,1
1626,Penengahan,1803130,128,1,1
1627,Ketapang,1803131,128,1,1
1628,Bakauheni,1803132,128,1,1
1629,Metro Kibang,1804010,129,1,1
1630,Batanghari,1804020,129,1,1
1631,Sekampung,1804030,129,1,1
1632,Margatiga,1804040,129,1,1
1633,Sekampung Udik,1804050,129,1,1
1634,Jabung,1804060,129,1,1
1635,Pasir Sakti,1804061,129,1,1
1636,Waway Karya,1804062,129,1,1
1637,Marga Sekampung,1804063,129,1,1
1638,Labuhan Maringgai,1804070,129,1,1
1639,Mataram Baru,1804071,129,1,1
1640,Bandar Sribawono,1804072,129,1,1
1641,Melinting,1804073,129,1,1
1642,Gunung Pelindung,1804074,129,1,1
1643,Way Jepara,1804080,129,1,1
1644,Braja Slebah,1804081,129,1,1
1645,Labuhan Ratu,1804082,129,1,1
1646,Sukadana,1804090,129,1,1
1647,Bumi Agung,1804091,129,1,1
1648,Batanghari Nuban,1804092,129,1,1
1649,Pekalongan,1804100,129,1,1
1650,Raman Utara,1804110,129,1,1
1651,Purbolinggo,1804120,129,1,1
1652,Way Bungur,1804121,129,1,1
1653,Padang Ratu,1805010,130,1,1
1654,Selagai Lingga,1805011,130,1,1
1655,Pubian,1805012,130,1,1
1656,Anak Tuha,1805013,130,1,1
1657,Anak Ratu Aji,1805014,130,1,1
1658,Kalirejo,1805020,130,1,1
1659,Sendang Agung,1805021,130,1,1
1660,Bangunrejo,1805030,130,1,1
1661,Gunung Sugih,1805040,130,1,1
1662,Bekri,1805041,130,1,1
1663,Bumi Ratu Nuban,1805042,130,1,1
1664,Trimurjo,1805050,130,1,1
1665,Punggur,1805060,130,1,1
1666,Kota Gajah,1805061,130,1,1
1667,Seputih Raman,1805070,130,1,1
1668,Terbanggi Besar,1805080,130,1,1
1669,Seputih Agung,1805081,130,1,1
1670,Way Pengubuan,1805082,130,1,1
1671,Terusan Nunyai,1805090,130,1,1
1672,Seputih Mataram,1805100,130,1,1
1673,Bandar Mataram,1805101,130,1,1
1674,Seputih Banyak,1805110,130,1,1
1675,Way Seputih,1805111,130,1,1
1676,Rumbia,1805120,130,1,1
1677,Bumi Nabung,1805121,130,1,1
1678,Putra Rumbia,1805122,130,1,1
1679,Seputih Surabaya,1805130,130,1,1
1680,Bandar Surabaya,1805131,130,1,1
1681,Bukit Kemuning,1806010,131,1,1
1682,Abung Tinggi,1806011,131,1,1
1683,Tanjung Raja,1806020,131,1,1
1684,Abung Barat,1806030,131,1,1
1685,Abung Tengah,1806031,131,1,1
1686,Abung  Kunang,1806032,131,1,1
1687,Abung Pekurun,1806033,131,1,1
1688,Kotabumi,1806040,131,1,1
1689,Kotabumi Utara,1806041,131,1,1
1690,Kotabumi Selatan,1806042,131,1,1
1691,Abung Selatan,1806050,131,1,1
1692,Abung Semuli,1806051,131,1,1
1693,Blambangan Pagar,1806052,131,1,1
1694,Abung Timur,1806060,131,1,1
1695,Abung Surakarta,1806061,131,1,1
1696,Sungkai Selatan,1806070,131,1,1
1697,Muara Sungkai,1806071,131,1,1
1698,Bunga Mayang,1806072,131,1,1
1699,Sungkai  Barat,1806073,131,1,1
1700,Sungkai Jaya,1806074,131,1,1
1701,Sungkai Utara,1806080,131,1,1
1702,Hulusungkai,1806081,131,1,1
1703,Sungkai Tengah,1806082,131,1,1
1704,Banjit,1807010,132,1,1
1705,Baradatu,1807020,132,1,1
1706,Gunung Labuhan,1807021,132,1,1
1707,Kasui,1807030,132,1,1
1708,Rebang Tangkas,1807031,132,1,1
1709,Blambangan Umpu,1807040,132,1,1
1710,Way Tuba,1807041,132,1,1
1711,Negeri Agung,1807042,132,1,1
1712,Bahuga,1807050,132,1,1
1713,Buay  Bahuga,1807051,132,1,1
1714,Bumi Agung,1807052,132,1,1
1715,Pakuan Ratu,1807060,132,1,1
1716,Negara Batin,1807061,132,1,1
1717,Negeri Besar,1807062,132,1,1
1718,Banjar Agung,1808030,133,1,1
1719,Banjar Margo,1808031,133,1,1
1720,Banjar Baru,1808032,133,1,1
1721,Gedung Aji,1808040,133,1,1
1722,Penawar Aji,1808041,133,1,1
1723,Meraksa Aji,1808042,133,1,1
1724,Menggala,1808050,133,1,1
1725,Penawar Tama,1808051,133,1,1
1726,Rawajitu Selatan,1808052,133,1,1
1727,Gedung Meneng,1808053,133,1,1
1728,Rawajitu Timur,1808054,133,1,1
1729,Rawa Pitu,1808055,133,1,1
1730,Gedung Aji Baru,1808056,133,1,1
1731,Dente Teladas,1808057,133,1,1
1732,Menggala Timur,1808058,133,1,1
1733,Punduh Pidada,1809010,134,1,1
1734,Marga Punduh,1809011,134,1,1
1735,Padang Cermin,1809020,134,1,1
1736,Teluk Pandan,1809021,134,1,1
1737,Way Ratai,1809022,134,1,1
1738,Kedondong,1809030,134,1,1
1739,Way Khilau,1809031,134,1,1
1740,Way Lima,1809040,134,1,1
1741,Gedung Tataan,1809050,134,1,1
1742,Negeri Katon,1809060,134,1,1
1743,Tegineneng,1809070,134,1,1
1744,Pardasuka,1810010,135,1,1
1745,Ambarawa,1810020,135,1,1
1746,Pagelaran,1810030,135,1,1
1747,Pagelaran Utara,1810031,135,1,1
1748,Pringsewu,1810040,135,1,1
1749,Gading Rejo,1810050,135,1,1
1750,Sukoharjo,1810060,135,1,1
1751,Banyumas,1810070,135,1,1
1752,Adi Luwih,1810080,135,1,1
1753,Way Serdang,1811010,136,1,1
1754,Simpang Pematang,1811020,136,1,1
1755,Panca Jaya,1811030,136,1,1
1756,Tanjung Raya,1811040,136,1,1
1757,Mesuji,1811050,136,1,1
1758,Mesuji Timur,1811060,136,1,1
1759,Rawajitu Utara,1811070,136,1,1
1760,Tulang Bawang Udik,1812010,137,1,1
1761,Tumi Jajar,1812020,137,1,1
1762,Tulang Bawang Tengah,1812030,137,1,1
1763,Pagar Dewa,1812040,137,1,1
1764,Lambu Kibang,1812050,137,1,1
1765,Gunung Terang,1812060,137,1,1
1766,Gunung Agung,1812070,137,1,1
1767,Way Kenanga,1812080,137,1,1
1768,Lemong,1813010,138,1,1
1769,Pesisir Utara,1813020,138,1,1
1770,Pulau Pisang,1813030,138,1,1
1771,Karya Penggawa,1813040,138,1,1
1772,Way Krui,1813050,138,1,1
1773,Pesisir Tengah,1813060,138,1,1
1774,Krui Selatan,1813070,138,1,1
1775,Pesisir Selatan,1813080,138,1,1
1776,Ngambur,1813090,138,1,1
1777,Bengkunat,1813100,138,1,1
1778,Bengkunat Belimbing,1813110,138,1,1
1779,Teluk Betung Barat,1871010,139,1,1
1780,Telukbetung Timur,1871011,139,1,1
1781,Teluk Betung Selatan,1871020,139,1,1
1782,Bumi Waras,1871021,139,1,1
1783,Panjang,1871030,139,1,1
1784,Tanjung Karang Timur,1871040,139,1,1
1785,Kedamaian,1871041,139,1,1
1786,Teluk Betung Utara,1871050,139,1,1
1787,Tanjung Karang Pusat,1871060,139,1,1
1788,Enggal,1871061,139,1,1
1789,Tanjung Karang Barat,1871070,139,1,1
1790,Kemiling,1871071,139,1,1
1791,Langkapura,1871072,139,1,1
1792,Kedaton,1871080,139,1,1
1793,Rajabasa,1871081,139,1,1
1794,Tanjung Senang,1871082,139,1,1
1795,Labuhan Ratu,1871083,139,1,1
1796,Sukarame,1871090,139,1,1
1797,Sukabumi,1871091,139,1,1
1798,Way Halim,1871092,139,1,1
1799,Metro Selatan,1872011,140,1,1
1800,Metro Barat,1872012,140,1,1
1801,Metro Timur,1872021,140,1,1
1802,Metro Pusat,1872022,140,1,1
1803,Metro Utara,1872023,140,1,1
1804,Mendo Barat,1901070,141,1,1
1805,Merawang,1901080,141,1,1
1806,Puding Besar,1901081,141,1,1
1807,Sungai Liat,1901090,141,1,1
1808,Pemali,1901091,141,1,1
1809,Bakam,1901092,141,1,1
1810,Belinyu,1901130,141,1,1
1811,Riau Silip,1901131,141,1,1
1812,Membalong,1902010,142,1,1
1813,Tanjung Pandan,1902060,142,1,1
1814,Badau,1902061,142,1,1
1815,Sijuk,1902062,142,1,1
1816,Selat Nasik,1902063,142,1,1
1817,Kelapa,1903010,143,1,1
1818,Tempilang,1903020,143,1,1
1819,Mentok,1903030,143,1,1
1820,Simpang Teritip,1903040,143,1,1
1821,Jebus,1903050,143,1,1
1822,Parittiga,1903051,143,1,1
1823,Koba,1904010,144,1,1
1824,Lubuk Besar,1904011,144,1,1
1825,Pangkalan Baru,1904020,144,1,1
1826,Namang,1904021,144,1,1
1827,Sungai Selan,1904030,144,1,1
1828,Simpang Katis,1904040,144,1,1
1829,Payung,1905010,145,1,1
1830,Pulau Besar,1905011,145,1,1
1831,Simpang Rimba,1905020,145,1,1
1832,Toboali,1905030,145,1,1
1833,Tukak Sadai,1905031,145,1,1
1834,Air Gegas,1905040,145,1,1
1835,Lepar Pongok,1905050,145,1,1
1836,Kepulauan Pongok,1905051,145,1,1
1837,Dendang,1906010,146,1,1
1838,Simpang Pesak,1906011,146,1,1
1839,Gantung,1906020,146,1,1
1840,Simpang Renggiang,1906021,146,1,1
1841,Manggar,1906030,146,1,1
1842,Damar,1906031,146,1,1
1843,Kelapa Kampit,1906040,146,1,1
1844,Rangkui,1971010,147,1,1
1845,Bukit Intan,1971020,147,1,1
1846,Girimaya,1971021,147,1,1
1847,Pangkal Balam,1971030,147,1,1
1848,Gabek,1971031,147,1,1
1849,Taman Sari,1971040,147,1,1
1850,Gerunggang,1971041,147,1,1
1851,Moro,2101010,148,1,1
1852,Durai,2101011,148,1,1
1853,Kundur,2101020,148,1,1
1854,Kundur Utara,2101021,148,1,1
1855,Kundur Barat,2101022,148,1,1
1856,Ungar,2101023,148,1,1
1857,Belat,2101024,148,1,1
1858,Karimun,2101030,148,1,1
1859,Buru,2101031,148,1,1
1860,Meral,2101032,148,1,1
1861,Tebing,2101033,148,1,1
1862,Meral Barat,2101034,148,1,1
1863,Teluk Bintan,2102040,149,1,1
1864,Bintan Utara,2102050,149,1,1
1865,Teluk Sebong,2102051,149,1,1
1866,Seri Kuala Lobam,2102052,149,1,1
1867,Bintan Timur,2102060,149,1,1
1868,Gunung Kijang,2102061,149,1,1
1869,Mantang,2102062,149,1,1
1870,Bintan Pesisir,2102063,149,1,1
1871,Toapaya,2102064,149,1,1
1872,Tambelan,2102070,149,1,1
1873,Midai,2103030,150,1,1
1874,Bunguran Barat,2103040,150,1,1
1875,Bunguran Utara,2103041,150,1,1
1876,Pulau Laut,2103042,150,1,1
1877,Pulau Tiga,2103043,150,1,1
1878,Bunguran Timur,2103050,150,1,1
1879,Bunguran Timur Laut,2103051,150,1,1
1880,Bunguran Tengah,2103052,150,1,1
1881,Bunguran Selatan,2103053,150,1,1
1882,Serasan,2103060,150,1,1
1883,Subi,2103061,150,1,1
1884,Serasan Timur,2103062,150,1,1
1885,Singkep Barat,2104010,151,1,1
1886,Kepulauan Posek,2104011,151,1,1
1887,Singkep,2104020,151,1,1
1888,Singkep Selatan,2104021,151,1,1
1889,Singkep Pesisir,2104022,151,1,1
1890,Lingga,2104030,151,1,1
1891,Selayar,2104031,151,1,1
1892,Lingga Timur,2104032,151,1,1
1893,Lingga Utara,2104040,151,1,1
1894,Senayang,2104050,151,1,1
1895,Jemaja,2105010,152,1,1
1896,Jemaja Timur,2105020,152,1,1
1897,Siantan Selatan,2105030,152,1,1
1898,Siantan,2105040,152,1,1
1899,Siantan Timur,2105050,152,1,1
1900,Siantan Tengah,2105060,152,1,1
1901,Palmatak,2105070,152,1,1
1902,Belakang Padang,2171010,153,1,1
1903,Bulang,2171020,153,1,1
1904,Galang,2171030,153,1,1
1905,Sei Beduk,2171040,153,1,1
1906,Sagulung,2171041,153,1,1
1907,Nongsa,2171050,153,1,1
1908,Batam Kota,2171051,153,1,1
1909,Sekupang,2171060,153,1,1
1910,Batu Aji,2171061,153,1,1
1911,Lubuk Baja,2171070,153,1,1
1912,Batu Ampar,2171080,153,1,1
1913,Bengkong,2171081,153,1,1
1914,Bukit Bestari,2172010,154,1,1
1915,Tanjungpinang Timur,2172020,154,1,1
1916,Tanjungpinang Kota,2172030,154,1,1
1917,Tanjungpinang Barat,2172040,154,1,1
1918,Kepulauan Seribu Selatan,3101010,155,1,1
1919,Kepulauan Seribu Utara,3101020,155,1,1
1920,Jagakarsa,3171010,156,1,1
1921,Pasar Minggu,3171020,156,1,1
1922,Cilandak,3171030,156,1,1
1923,Pesanggrahan,3171040,156,1,1
1924,Kebayoran Lama,3171050,156,1,1
1925,Kebayoran Baru,3171060,156,1,1
1926,Mampang Prapatan,3171070,156,1,1
1927,Pancoran,3171080,156,1,1
1928,Tebet,3171090,156,1,1
1929,Setia Budi,3171100,156,1,1
1930,Pasar Rebo,3172010,157,1,1
1931,Ciracas,3172020,157,1,1
1932,Cipayung,3172030,157,1,1
1933,Makasar,3172040,157,1,1
1934,Kramat Jati,3172050,157,1,1
1935,Jatinegara,3172060,157,1,1
1936,Duren Sawit,3172070,157,1,1
1937,Cakung,3172080,157,1,1
1938,Pulo Gadung,3172090,157,1,1
1939,Matraman,3172100,157,1,1
1940,Tanah Abang,3173010,158,1,1
1941,Menteng,3173020,158,1,1
1942,Senen,3173030,158,1,1
1943,Johar Baru,3173040,158,1,1
1944,Cempaka Putih,3173050,158,1,1
1945,Kemayoran,3173060,158,1,1
1946,Sawah Besar,3173070,158,1,1
1947,Gambir,3173080,158,1,1
1948,Kembangan,3174010,159,1,1
1949,Kebon Jeruk,3174020,159,1,1
1950,Palmerah,3174030,159,1,1
1951,Grogol Petamburan,3174040,159,1,1
1952,Tambora,3174050,159,1,1
1953,Taman Sari,3174060,159,1,1
1954,Cengkareng,3174070,159,1,1
1955,Kali Deres,3174080,159,1,1
1956,Penjaringan,3175010,160,1,1
1957,Pademangan,3175020,160,1,1
1958,Tanjung Priok,3175030,160,1,1
1959,Koja,3175040,160,1,1
1960,Kelapa Gading,3175050,160,1,1
1961,Cilincing,3175060,160,1,1
1962,Nanggung,3201010,161,1,1
1963,Leuwiliang,3201020,161,1,1
1964,Leuwisadeng,3201021,161,1,1
1965,Pamijahan,3201030,161,1,1
1966,Cibungbulang,3201040,161,1,1
1967,Ciampea,3201050,161,1,1
1968,Tenjolaya,3201051,161,1,1
1969,Dramaga,3201060,161,1,1
1970,Ciomas,3201070,161,1,1
1971,Tamansari,3201071,161,1,1
1972,Cijeruk,3201080,161,1,1
1973,Cigombong,3201081,161,1,1
1974,Caringin,3201090,161,1,1
1975,Ciawi,3201100,161,1,1
1976,Cisarua,3201110,161,1,1
1977,Megamendung,3201120,161,1,1
1978,Sukaraja,3201130,161,1,1
1979,Babakan Madang,3201140,161,1,1
1980,Sukamakmur,3201150,161,1,1
1981,Cariu,3201160,161,1,1
1982,Tanjungsari,3201161,161,1,1
1983,Jonggol,3201170,161,1,1
1984,Cileungsi,3201180,161,1,1
1985,Kelapa Nunggal,3201181,161,1,1
1986,Gunung Putri,3201190,161,1,1
1987,Citeureup,3201200,161,1,1
1988,Cibinong,3201210,161,1,1
1989,Bojong Gede,3201220,161,1,1
1990,Tajur Halang,3201221,161,1,1
1991,Kemang,3201230,161,1,1
1992,Ranca Bungur,3201231,161,1,1
1993,Parung,3201240,161,1,1
1994,Ciseeng,3201241,161,1,1
1995,Gunung Sindur,3201250,161,1,1
1996,Rumpin,3201260,161,1,1
1997,Cigudeg,3201270,161,1,1
1998,Sukajaya,3201271,161,1,1
1999,Jasinga,3201280,161,1,1
2000,Tenjo,3201290,161,1,1
2001,Parung Panjang,3201300,161,1,1
2002,Ciemas,3202010,162,1,1
2003,Ciracap,3202020,162,1,1
2004,Waluran,3202021,162,1,1
2005,Surade,3202030,162,1,1
2006,Cibitung,3202031,162,1,1
2007,Jampang Kulon,3202040,162,1,1
2008,Cimanggu,3202041,162,1,1
2009,Kali Bunder,3202050,162,1,1
2010,Tegal Buleud,3202060,162,1,1
2011,Cidolog,3202070,162,1,1
2012,Sagaranten,3202080,162,1,1
2013,Cidadap,3202081,162,1,1
2014,Curugkembar,3202082,162,1,1
2015,Pabuaran,3202090,162,1,1
2016,Lengkong,3202100,162,1,1
2017,Palabuhanratu,3202110,162,1,1
2018,Simpenan,3202111,162,1,1
2019,Warung Kiara,3202120,162,1,1
2020,Bantargadung,3202121,162,1,1
2021,Jampang Tengah,3202130,162,1,1
2022,Purabaya,3202131,162,1,1
2023,Cikembar,3202140,162,1,1
2024,Nyalindung,3202150,162,1,1
2025,Geger Bitung,3202160,162,1,1
2026,Sukaraja,3202170,162,1,1
2027,Kebonpedes,3202171,162,1,1
2028,Cireunghas,3202172,162,1,1
2029,Sukalarang,3202173,162,1,1
2030,Sukabumi,3202180,162,1,1
2031,Kadudampit,3202190,162,1,1
2032,Cisaat,3202200,162,1,1
2033,Gunungguruh,3202201,162,1,1
2034,Cibadak,3202210,162,1,1
2035,Cicantayan,3202211,162,1,1
2036,Caringin,3202212,162,1,1
2037,Nagrak,3202220,162,1,1
2038,Ciambar,3202221,162,1,1
2039,Cicurug,3202230,162,1,1
2040,Cidahu,3202240,162,1,1
2041,Parakan Salak,3202250,162,1,1
2042,Parung Kuda,3202260,162,1,1
2043,Bojong Genteng,3202261,162,1,1
2044,Kalapa Nunggal,3202270,162,1,1
2045,Cikidang,3202280,162,1,1
2046,Cisolok,3202290,162,1,1
2047,Cikakak,3202291,162,1,1
2048,Kabandungan,3202300,162,1,1
2049,Agrabinta,3203010,163,1,1
2050,Leles,3203011,163,1,1
2051,Sindangbarang,3203020,163,1,1
2052,Cidaun,3203030,163,1,1
2053,Naringgul,3203040,163,1,1
2054,Cibinong,3203050,163,1,1
2055,Cikadu,3203051,163,1,1
2056,Tanggeung,3203060,163,1,1
2057,Pasirkuda,3203061,163,1,1
2058,Kadupandak,3203070,163,1,1
2059,Cijati,3203071,163,1,1
2060,Takokak,3203080,163,1,1
2061,Sukanagara,3203090,163,1,1
2062,Pagelaran,3203100,163,1,1
2063,Campaka,3203110,163,1,1
2064,Campaka Mulya,3203111,163,1,1
2065,Cibeber,3203120,163,1,1
2066,Warungkondang,3203130,163,1,1
2067,Gekbrong,3203131,163,1,1
2068,Cilaku,3203140,163,1,1
2069,Sukaluyu,3203150,163,1,1
2070,Bojongpicung,3203160,163,1,1
2071,Haurwangi,3203161,163,1,1
2072,Ciranjang,3203170,163,1,1
2073,Mande,3203180,163,1,1
2074,Karangtengah,3203190,163,1,1
2075,Cianjur,3203200,163,1,1
2076,Cugenang,3203210,163,1,1
2077,Pacet,3203220,163,1,1
2078,Cipanas,3203221,163,1,1
2079,Sukaresmi,3203230,163,1,1
2080,Cikalongkulon,3203240,163,1,1
2081,Ciwidey,3204010,164,1,1
2082,Rancabali,3204011,164,1,1
2083,Pasirjambu,3204020,164,1,1
2084,Cimaung,3204030,164,1,1
2085,Pangalengan,3204040,164,1,1
2086,Kertasari,3204050,164,1,1
2087,Pacet,3204060,164,1,1
2088,Ibun,3204070,164,1,1
2089,Paseh,3204080,164,1,1
2090,Cikancung,3204090,164,1,1
2091,Cicalengka,3204100,164,1,1
2092,Nagreg,3204101,164,1,1
2093,Rancaekek,3204110,164,1,1
2094,Majalaya,3204120,164,1,1
2095,Solokan Jeruk,3204121,164,1,1
2096,Ciparay,3204130,164,1,1
2097,Baleendah,3204140,164,1,1
2098,Arjasari,3204150,164,1,1
2099,Banjaran,3204160,164,1,1
2100,Cangkuang,3204161,164,1,1
2101,Pameungpeuk,3204170,164,1,1
2102,Katapang,3204180,164,1,1
2103,Soreang,3204190,164,1,1
2104,Kutawaringin,3204191,164,1,1
2105,Margaasih,3204250,164,1,1
2106,Margahayu,3204260,164,1,1
2107,Dayeuhkolot,3204270,164,1,1
