id,name,short,regency_id,op_id,status_id
3611,Pace,3518050,245,1,1
3612,Tanjunganom,3518060,245,1,1
3613,Prambon,3518070,245,1,1
3614,Ngronggot,3518080,245,1,1
3615,Kertosono,3518090,245,1,1
3616,Patianrowo,3518100,245,1,1
3617,Baron,3518110,245,1,1
3618,Gondang,3518120,245,1,1
3619,Sukomoro,3518130,245,1,1
3620,Nganjuk,3518140,245,1,1
3621,Bagor,3518150,245,1,1
3622,Wilangan,3518160,245,1,1
3623,Rejoso,3518170,245,1,1
3624,Ngluyu,3518180,245,1,1
3625,Lengkong,3518190,245,1,1
3626,Jatikalen,3518200,245,1,1
3627,Kebonsari,3519010,246,1,1
3628,Geger,3519020,246,1,1
3629,Dolopo,3519030,246,1,1
3630,Dagangan,3519040,246,1,1
3631,Wungu,3519050,246,1,1
3632,Kare,3519060,246,1,1
3633,Gemarang,3519070,246,1,1
3634,Saradan,3519080,246,1,1
3635,Pilangkenceng,3519090,246,1,1
3636,Mejayan,3519100,246,1,1
3637,Wonoasri,3519110,246,1,1
3638,Balerejo,3519120,246,1,1
3639,Madiun,3519130,246,1,1
3640,Sawahan,3519140,246,1,1
3641,Jiwan,3519150,246,1,1
3642,Poncol,3520010,247,1,1
3643,Parang,3520020,247,1,1
3644,Lembeyan,3520030,247,1,1
3645,Takeran,3520040,247,1,1
3646,Nguntoronadi,3520041,247,1,1
3647,Kawedanan,3520050,247,1,1
3648,Magetan,3520060,247,1,1
3649,Ngariboyo,3520061,247,1,1
3650,Plaosan,3520070,247,1,1
3651,Sidorejo,3520071,247,1,1
3652,Panekan,3520080,247,1,1
3653,Sukomoro,3520090,247,1,1
3654,Bendo,3520100,247,1,1
3655,Maospati,3520110,247,1,1
3656,Karangrejo,3520120,247,1,1
3657,Karas,3520121,247,1,1
3658,Barat,3520130,247,1,1
3659,Kartoharjo,3520131,247,1,1
3660,Sine,3521010,248,1,1
3661,Ngrambe,3521020,248,1,1
3662,Jogorogo,3521030,248,1,1
3663,Kendal,3521040,248,1,1
3664,Geneng,3521050,248,1,1
3665,Gerih,3521051,248,1,1
3666,Kwadungan,3521060,248,1,1
3667,Pangkur,3521070,248,1,1
3668,Karangjati,3521080,248,1,1
3669,Bringin,3521090,248,1,1
3670,Padas,3521100,248,1,1
3671,Kasreman,3521101,248,1,1
3672,Ngawi,3521110,248,1,1
3673,Paron,3521120,248,1,1
3674,Kedunggalar,3521130,248,1,1
3675,Pitu,3521140,248,1,1
3676,Widodaren,3521150,248,1,1
3677,Mantingan,3521160,248,1,1
3678,Karanganyar,3521170,248,1,1
3679,Margomulyo,3522010,249,1,1
3680,Ngraho,3522020,249,1,1
3681,Tambakrejo,3522030,249,1,1
3682,Ngambon,3522040,249,1,1
3683,Sekar,3522041,249,1,1
3684,Bubulan,3522050,249,1,1
3685,Gondang,3522051,249,1,1
3686,Temayang,3522060,249,1,1
3687,Sugihwaras,3522070,249,1,1
3688,Kedungadem,3522080,249,1,1
3689,Kepoh Baru,3522090,249,1,1
3690,Baureno,3522100,249,1,1
3691,Kanor,3522110,249,1,1
3692,Sumberejo,3522120,249,1,1
3693,Balen,3522130,249,1,1
3694,Sukosewu,3522140,249,1,1
3695,Kapas,3522150,249,1,1
3696,Bojonegoro,3522160,249,1,1
3697,Trucuk,3522170,249,1,1
3698,Dander,3522180,249,1,1
3699,Ngasem,3522190,249,1,1
3700,Gayam,3522191,249,1,1
3701,Kalitidu,3522200,249,1,1
3702,Malo,3522210,249,1,1
3703,Purwosari,3522220,249,1,1
3704,Padangan,3522230,249,1,1
3705,Kasiman,3522240,249,1,1
3706,Kedewan,3522241,249,1,1
3707,Kenduruan,3523010,250,1,1
3708,Bangilan,3523020,250,1,1
3709,Senori,3523030,250,1,1
3710,Singgahan,3523040,250,1,1
3711,Montong,3523050,250,1,1
3712,Parengan,3523060,250,1,1
3713,Soko,3523070,250,1,1
3714,Rengel,3523080,250,1,1
3715,Grabagan,3523081,250,1,1
3716,Plumpang,3523090,250,1,1
3717,Widang,3523100,250,1,1
3718,Palang,3523110,250,1,1
3719,Semanding,3523120,250,1,1
3720,Tuban,3523130,250,1,1
3721,Jenu,3523140,250,1,1
3722,Merakurak,3523150,250,1,1
3723,Kerek,3523160,250,1,1
3724,Tambakboyo,3523170,250,1,1
3725,Jatirogo,3523180,250,1,1
3726,Bancar,3523190,250,1,1
3727,Sukorame,3524010,251,1,1
3728,Bluluk,3524020,251,1,1
3729,Ngimbang,3524030,251,1,1
3730,Sambeng,3524040,251,1,1
3731,Mantup,3524050,251,1,1
3732,Kembangbahu,3524060,251,1,1
3733,Sugio,3524070,251,1,1
3734,Kedungpring,3524080,251,1,1
3735,Modo,3524090,251,1,1
3736,Babat,3524100,251,1,1
3737,Pucuk,3524110,251,1,1
3738,Sukodadi,3524120,251,1,1
3739,Lamongan,3524130,251,1,1
3740,Tikung,3524140,251,1,1
3741,Sarirejo,3524141,251,1,1
3742,Deket,3524150,251,1,1
3743,Glagah,3524160,251,1,1
3744,Karangbinangun,3524170,251,1,1
3745,Turi,3524180,251,1,1
3746,Kalitengah,3524190,251,1,1
3747,Karang Geneng,3524200,251,1,1
3748,Sekaran,3524210,251,1,1
3749,Maduran,3524220,251,1,1
3750,Laren,3524230,251,1,1
3751,Solokuro,3524240,251,1,1
3752,Paciran,3524250,251,1,1
3753,Brondong,3524260,251,1,1
3754,Wringinanom,3525010,252,1,1
3755,Driyorejo,3525020,252,1,1
3756,Kedamean,3525030,252,1,1
3757,Menganti,3525040,252,1,1
3758,Cerme,3525050,252,1,1
3759,Benjeng,3525060,252,1,1
3760,Balongpanggang,3525070,252,1,1
3761,Duduksampeyan,3525080,252,1,1
3762,Kebomas,3525090,252,1,1
3763,Gresik,3525100,252,1,1
3764,Manyar,3525110,252,1,1
3765,Bungah,3525120,252,1,1
3766,Sidayu,3525130,252,1,1
3767,Dukun,3525140,252,1,1
3768,Panceng,3525150,252,1,1
3769,Ujungpangkah,3525160,252,1,1
3770,Sangkapura,3525170,252,1,1
3771,Tambak,3525180,252,1,1
3772,Kamal,3526010,253,1,1
3773,Labang,3526020,253,1,1
3774,Kwanyar,3526030,253,1,1
3775,Modung,3526040,253,1,1
3776,Blega,3526050,253,1,1
3777,Konang,3526060,253,1,1
3778,Galis,3526070,253,1,1
3779,Tanah Merah,3526080,253,1,1
3780,Tragah,3526090,253,1,1
3781,Socah,3526100,253,1,1
3782,Bangkalan,3526110,253,1,1
3783,Burneh,3526120,253,1,1
3784,Arosbaya,3526130,253,1,1
3785,Geger,3526140,253,1,1
3786,Kokop,3526150,253,1,1
3787,Tanjungbumi,3526160,253,1,1
3788,Sepulu,3526170,253,1,1
3789,Klampis,3526180,253,1,1
3790,Sreseh,3527010,254,1,1
3791,Torjun,3527020,254,1,1
3792,Pangarengan,3527021,254,1,1
3793,Sampang,3527030,254,1,1
3794,Camplong,3527040,254,1,1
3795,Omben,3527050,254,1,1
3796,Kedungdung,3527060,254,1,1
3797,Jrengik,3527070,254,1,1
3798,Tambelangan,3527080,254,1,1
3799,Banyuates,3527090,254,1,1
3800,Robatal,3527100,254,1,1
3801,Karang Penang,3527101,254,1,1
3802,Ketapang,3527110,254,1,1
3803,Sokobanah,3527120,254,1,1
3804,Tlanakan,3528010,255,1,1
3805,Pademawu,3528020,255,1,1
3806,Galis,3528030,255,1,1
3807,Larangan,3528040,255,1,1
3808,Pamekasan,3528050,255,1,1
3809,Proppo,3528060,255,1,1
3810,Palengaan,3528070,255,1,1
3811,Pegantenan,3528080,255,1,1
3812,Kadur,3528090,255,1,1
3813,Pakong,3528100,255,1,1
3814,Waru,3528110,255,1,1
3815,Batu Marmar,3528120,255,1,1
3816,Pasean,3528130,255,1,1
3817,Pragaan,3529010,256,1,1
3818,Bluto,3529020,256,1,1
3819,Saronggi,3529030,256,1,1
3820,Giligenteng,3529040,256,1,1
3821,Talango,3529050,256,1,1
3822,Kalianget,3529060,256,1,1
3823,Kota Sumenep,3529070,256,1,1
3824,Batuan,3529071,256,1,1
3825,Lenteng,3529080,256,1,1
3826,Ganding,3529090,256,1,1
3827,Guluk Guluk,3529100,256,1,1
3828,Pasongsongan,3529110,256,1,1
3829,Ambunten,3529120,256,1,1
3830,Rubaru,3529130,256,1,1
3831,Dasuk,3529140,256,1,1
3832,Manding,3529150,256,1,1
3833,Batuputih,3529160,256,1,1
3834,Gapura,3529170,256,1,1
3835,Batang Batang,3529180,256,1,1
3836,Dungkek,3529190,256,1,1
3837,Nonggunong,3529200,256,1,1
3838,Gayam,3529210,256,1,1
3839,Raas,3529220,256,1,1
3840,Sapeken,3529230,256,1,1
3841,Arjasa,3529240,256,1,1
3842,Kangayan,3529241,256,1,1
3843,Masalembu,3529250,256,1,1
3844,Mojoroto,3571010,257,1,1
3845,Kota Kediri,3571020,257,1,1
3846,Pesantren,3571030,257,1,1
3847,Sukorejo,3572010,258,1,1
3848,Kepanjenkidul,3572020,258,1,1
3849,Sananwetan,3572030,258,1,1
3850,Kedungkandang,3573010,259,1,1
3851,Sukun,3573020,259,1,1
3852,Klojen,3573030,259,1,1
3853,Blimbing,3573040,259,1,1
3854,Lowokwaru,3573050,259,1,1
3855,Kademangan,3574010,260,1,1
3856,Kedopok,3574011,260,1,1
3857,Wonoasih,3574020,260,1,1
3858,Mayangan,3574030,260,1,1
3859,Kanigaran,3574031,260,1,1
3860,Gadingrejo,3575010,261,1,1
3861,Purworejo,3575020,261,1,1
3862,Bugulkidul,3575030,261,1,1
3863,Panggungrejo,3575031,261,1,1
3864,Prajurit Kulon,3576010,262,1,1
3865,Magersari,3576020,262,1,1
3866,Mangu Harjo,3577010,263,1,1
3867,Taman,3577020,263,1,1
3868,Kartoharjo,3577030,263,1,1
3869,Karang Pilang,3578010,264,1,1
3870,Jambangan,3578020,264,1,1
3871,Gayungan,3578030,264,1,1
3872,Wonocolo,3578040,264,1,1
3873,Tenggilis Mejoyo,3578050,264,1,1
3874,Gunung Anyar,3578060,264,1,1
3875,Rungkut,3578070,264,1,1
3876,Sukolilo,3578080,264,1,1
3877,Mulyorejo,3578090,264,1,1
3878,Gubeng,3578100,264,1,1
3879,Wonokromo,3578110,264,1,1
3880,Dukuh Pakis,3578120,264,1,1
3881,Wiyung,3578130,264,1,1
3882,Lakarsantri,3578140,264,1,1
3883,Sambikerep,3578141,264,1,1
3884,Tandes,3578150,264,1,1
3885,Suko Manunggal,3578160,264,1,1
3886,Sawahan,3578170,264,1,1
3887,Tegalsari,3578180,264,1,1
3888,Genteng,3578190,264,1,1
3889,Tambaksari,3578200,264,1,1
3890,Kenjeran,3578210,264,1,1
3891,Bulak,3578211,264,1,1
3892,Simokerto,3578220,264,1,1
3893,Semampir,3578230,264,1,1
3894,Pabean Cantian,3578240,264,1,1
3895,Bubutan,3578250,264,1,1
3896,Krembangan,3578260,264,1,1
3897,Asemrowo,3578270,264,1,1
3898,Benowo,3578280,264,1,1
3899,Pakal,3578281,264,1,1
3900,Batu,3579010,265,1,1
3901,Junrejo,3579020,265,1,1
3902,Bumiaji,3579030,265,1,1
3903,Sumur,3601010,266,1,1
3904,Cimanggu,3601020,266,1,1
3905,Cibaliung,3601030,266,1,1
3906,Cibitung,3601031,266,1,1
3907,Cikeusik,3601040,266,1,1
3908,Cigeulis,3601050,266,1,1
3909,Panimbang,3601060,266,1,1
3910,Sobang,3601061,266,1,1
3911,Munjul,3601070,266,1,1
3912,Angsana,3601071,266,1,1
3913,Sindangresmi,3601072,266,1,1
3914,Picung,3601080,266,1,1
3915,Bojong,3601090,266,1,1
3916,Saketi,3601100,266,1,1
3917,Cisata,3601101,266,1,1
3918,Pagelaran,3601110,266,1,1
3919,Patia,3601111,266,1,1
3920,Sukaresmi,3601112,266,1,1
3921,Labuan,3601120,266,1,1
3922,Carita,3601121,266,1,1
3923,Jiput,3601130,266,1,1
3924,Cikedal,3601131,266,1,1
3925,Menes,3601140,266,1,1
3926,Pulosari,3601141,266,1,1
3927,Mandalawangi,3601150,266,1,1
3928,Cimanuk,3601160,266,1,1
3929,Cipeucang,3601161,266,1,1
3930,Banjar,3601170,266,1,1
3931,Kaduhejo,3601171,266,1,1
3932,Mekarjaya,3601172,266,1,1
3933,Pandeglang,3601180,266,1,1
3934,Majasari,3601181,266,1,1
3935,Cadasari,3601190,266,1,1
3936,Karangtanjung,3601191,266,1,1
3937,Koroncong,3601192,266,1,1
3938,Malingping,3602010,267,1,1
3939,Wanasalam,3602011,267,1,1
3940,Panggarangan,3602020,267,1,1
3941,Cihara,3602021,267,1,1
3942,Bayah,3602030,267,1,1
3943,Cilograng,3602031,267,1,1
3944,Cibeber,3602040,267,1,1
3945,Cijaku,3602050,267,1,1
3946,Cigemblong,3602051,267,1,1
3947,Banjarsari,3602060,267,1,1
3948,Cileles,3602070,267,1,1
3949,Gunung Kencana,3602080,267,1,1
3950,Bojongmanik,3602090,267,1,1
3951,Cirinten,3602091,267,1,1
3952,Leuwidamar,3602100,267,1,1
3953,Muncang,3602110,267,1,1
3954,Sobang,3602111,267,1,1
3955,Cipanas,3602120,267,1,1
3956,Lebakgedong,3602121,267,1,1
3957,Sajira,3602130,267,1,1
3958,Cimarga,3602140,267,1,1
3959,Cikulur,3602150,267,1,1
3960,Warunggunung,3602160,267,1,1
3961,Cibadak,3602170,267,1,1
3962,Rangkasbitung,3602180,267,1,1
3963,Kalanganyar,3602181,267,1,1
3964,Maja,3602190,267,1,1
3965,Curugbitung,3602191,267,1,1
3966,Cisoka,3603010,268,1,1
3967,Solear,3603011,268,1,1
3968,Tigaraksa,3603020,268,1,1
3969,Jambe,3603021,268,1,1
3970,Cikupa,3603030,268,1,1
3971,Panongan,3603040,268,1,1
3972,Curug,3603050,268,1,1
3973,Kelapa Dua,3603051,268,1,1
3974,Legok,3603060,268,1,1
3975,Pagedangan,3603070,268,1,1
3976,Cisauk,3603081,268,1,1
3977,Pasarkemis,3603120,268,1,1
3978,Sindang Jaya,3603121,268,1,1
3979,Balaraja,3603130,268,1,1
3980,Jayanti,3603131,268,1,1
3981,Sukamulya,3603132,268,1,1
3982,Kresek,3603140,268,1,1
3983,Gunung Kaler,3603141,268,1,1
3984,Kronjo,3603150,268,1,1
3985,Mekar Baru,3603151,268,1,1
3986,Mauk,3603160,268,1,1
3987,Kemiri,3603161,268,1,1
3988,Sukadiri,3603162,268,1,1
3989,Rajeg,3603170,268,1,1
3990,Sepatan,3603180,268,1,1
3991,Sepatan Timur,3603181,268,1,1
3992,Pakuhaji,3603190,268,1,1
3993,Teluknaga,3603200,268,1,1
3994,Kosambi,3603210,268,1,1
3995,Cinangka,3604010,269,1,1
3996,Padarincang,3604020,269,1,1
3997,Ciomas,3604030,269,1,1
3998,Pabuaran,3604040,269,1,1
3999,Gunung Sari,3604041,269,1,1
4000,Baros,3604050,269,1,1
4001,Petir,3604060,269,1,1
4002,Tunjung Teja,3604061,269,1,1
4003,Cikeusal,3604080,269,1,1
4004,Pamarayan,3604090,269,1,1
4005,Bandung,3604091,269,1,1
4006,Jawilan,3604100,269,1,1
4007,Kopo,3604110,269,1,1
4008,Cikande,3604120,269,1,1
4009,Kibin,3604121,269,1,1
4010,Kragilan,3604130,269,1,1
4011,Waringinkurung,3604180,269,1,1
4012,Mancak,3604190,269,1,1
4013,Anyar,3604200,269,1,1
4014,Bojonegara,3604210,269,1,1
4015,Pulo Ampel,3604211,269,1,1
4016,Kramatwatu,3604220,269,1,1
4017,Ciruas,3604240,269,1,1
4018,Pontang,3604250,269,1,1
4019,Lebak Wangi,3604251,269,1,1
4020,Carenang,3604260,269,1,1
4021,Binuang,3604261,269,1,1
4022,Tirtayasa,3604270,269,1,1
4023,Tanara,3604271,269,1,1
4024,Ciledug,3671010,270,1,1
4025,Larangan,3671011,270,1,1
4026,Karang Tengah,3671012,270,1,1
4027,Cipondoh,3671020,270,1,1
4028,Pinang,3671021,270,1,1
4029,Tangerang,3671030,270,1,1
4030,Karawaci,3671031,270,1,1
4031,Jati Uwung,3671040,270,1,1
4032,Cibodas,3671041,270,1,1
4033,Periuk,3671042,270,1,1
4034,Batuceper,3671050,270,1,1
4035,Neglasari,3671051,270,1,1
4036,Benda,3671060,270,1,1
4037,Ciwandan,3672010,271,1,1
4038,Citangkil,3672011,271,1,1
4039,Pulomerak,3672020,271,1,1
4040,Purwakarta,3672021,271,1,1
4041,Grogol,3672022,271,1,1
4042,Cilegon,3672030,271,1,1
4043,Jombang,3672031,271,1,1
4044,Cibeber,3672040,271,1,1
4045,Curug,3673010,272,1,1
4046,Walantaka,3673020,272,1,1
4047,Cipocok Jaya,3673030,272,1,1
4048,Serang,3673040,272,1,1
4049,Taktakan,3673050,272,1,1
4050,Kasemen,3673060,272,1,1
4051,Setu,3674010,273,1,1
4052,Serpong,3674020,273,1,1
4053,Pamulang,3674030,273,1,1
4054,Ciputat,3674040,273,1,1
4055,Ciputat Timur,3674050,273,1,1
4056,Pondok Aren,3674060,273,1,1
4057,Serpong Utara,3674070,273,1,1
4058,Melaya,5101010,274,1,1
4059,Negara,5101020,274,1,1
4060,Jembrana,5101021,274,1,1
4061,Mendoyo,5101030,274,1,1
4062,Pekutatan,5101040,274,1,1
4063,Selemadeg,5102010,275,1,1
4064,Selemadeg Timur,5102011,275,1,1
4065,Selemadeg Barat,5102012,275,1,1
4066,Kerambitan,5102020,275,1,1
4067,Tabanan,5102030,275,1,1
4068,Kediri,5102040,275,1,1
4069,Marga,5102050,275,1,1
4070,Baturiti,5102060,275,1,1
4071,Penebel,5102070,275,1,1
4072,Pupuan,5102080,275,1,1
4073,Kuta Selatan,5103010,276,1,1
4074,Kuta,5103020,276,1,1
4075,Kuta Utara,5103030,276,1,1
4076,Mengwi,5103040,276,1,1
4077,Abiansemal,5103050,276,1,1
4078,Petang,5103060,276,1,1
4079,Sukawati,5104010,277,1,1
4080,Blahbatuh,5104020,277,1,1
4081,Gianyar,5104030,277,1,1
4082,Tampaksiring,5104040,277,1,1
4083,Ubud,5104050,277,1,1
4084,Tegallalang,5104060,277,1,1
4085,Payangan,5104070,277,1,1
4086,Nusapenida,5105010,278,1,1
4087,Banjarangkan,5105020,278,1,1
4088,Klungkung,5105030,278,1,1
4089,Dawan,5105040,278,1,1
4090,Susut,5106010,279,1,1
4091,Bangli,5106020,279,1,1
4092,Tembuku,5106030,279,1,1
4093,Kintamani,5106040,279,1,1
4094,Rendang,5107010,280,1,1
4095,Sidemen,5107020,280,1,1
4096,Manggis,5107030,280,1,1
4097,Karangasem,5107040,280,1,1
4098,Abang,5107050,280,1,1
4099,Bebandem,5107060,280,1,1
4100,Selat,5107070,280,1,1
4101,Kubu,5107080,280,1,1
4102,Gerokgak,5108010,281,1,1
4103,Seririt,5108020,281,1,1
4104,Busungbiu,5108030,281,1,1
4105,Banjar,5108040,281,1,1
4106,Sukasada,5108050,281,1,1
4107,Buleleng,5108060,281,1,1
4108,Sawan,5108070,281,1,1
4109,Kubutambahan,5108080,281,1,1
4110,Tejakula,5108090,281,1,1
4111,Denpasar Selatan,5171010,282,1,1
4112,Denpasar Timur,5171020,282,1,1
4113,Denpasar Barat,5171030,282,1,1
4114,Denpasar Utara,5171031,282,1,1
4115,Sekotong,5201010,283,1,1
4116,Lembar,5201011,283,1,1
4117,Gerung,5201020,283,1,1
4118,Labu Api,5201030,283,1,1
4119,Kediri,5201040,283,1,1
4120,Kuripan,5201041,283,1,1
4121,Narmada,5201050,283,1,1
4122,Lingsar,5201051,283,1,1
4123,Gunung Sari,5201060,283,1,1
4124,Batu Layar,5201061,283,1,1
4125,Praya Barat,5202010,284,1,1
4126,Praya Barat Daya,5202011,284,1,1
4127,Pujut,5202020,284,1,1
4128,Praya Timur,5202030,284,1,1
4129,Janapria,5202040,284,1,1
4130,Kopang,5202050,284,1,1
4131,Praya,5202060,284,1,1
4132,Praya Tengah,5202061,284,1,1
4133,Jonggat,5202070,284,1,1
4134,Pringgarata,5202080,284,1,1
4135,Batukliang,5202090,284,1,1
4136,Batukliang Utara,5202091,284,1,1
4137,Keruak,5203010,285,1,1
4138,Jerowaru,5203011,285,1,1
4139,Sakra,5203020,285,1,1
4140,Sakra Barat,5203021,285,1,1
4141,Sakra Timur,5203022,285,1,1
4142,Terara,5203030,285,1,1
4143,Montong Gading,5203031,285,1,1
4144,Sikur,5203040,285,1,1
4145,Masbagik,5203050,285,1,1
4146,Pringgasela,5203051,285,1,1
4147,Sukamulia,5203060,285,1,1
4148,Suralaga,5203061,285,1,1
4149,Selong,5203070,285,1,1
4150,Labuhan Haji,5203071,285,1,1
4151,Pringgabaya,5203080,285,1,1
4152,Suela,5203081,285,1,1
4153,Aikmel,5203090,285,1,1
4154,Wanasaba,5203091,285,1,1
4155,Sembalun,5203092,285,1,1
4156,Sambelia,5203100,285,1,1
4157,Lunyuk,5204020,286,1,1
4158,Orong Telu,5204021,286,1,1
4159,Alas,5204050,286,1,1
4160,Alas Barat,5204051,286,1,1
4161,Buer,5204052,286,1,1
4162,Utan,5204061,286,1,1
4163,Rhee,5204062,286,1,1
4164,Batulanteh,5204070,286,1,1
4165,Sumbawa,5204080,286,1,1
4166,Labuhan Badas,5204081,286,1,1
4167,Unter Iwes,5204082,286,1,1
4168,Moyohilir,5204090,286,1,1
4169,Moyo Utara,5204091,286,1,1
4170,Moyohulu,5204100,286,1,1
4171,Ropang,5204110,286,1,1
4172,Lenangguar,5204111,286,1,1
4173,Lantung,5204112,286,1,1
4174,Lape,5204121,286,1,1
4175,Lopok,5204122,286,1,1
4176,Plampang,5204130,286,1,1
4177,Labangka,5204131,286,1,1
4178,Maronge,5204132,286,1,1
4179,Empang,5204140,286,1,1
4180,Tarano,5204141,286,1,1
4181,Hu'u,5205010,287,1,1
4182,Pajo,5205011,287,1,1
4183,Dompu,5205020,287,1,1
4184,Woja,5205030,287,1,1
4185,Kilo,5205040,287,1,1
4186,Kempo,5205050,287,1,1
4187,Manggalewa,5205051,287,1,1
4188,Pekat,5205060,287,1,1
4189,Monta,5206010,288,1,1
4190,Parado,5206011,288,1,1
4191,Bolo,5206020,288,1,1
4192,Mada Pangga,5206021,288,1,1
4193,Woha,5206030,288,1,1
4194,Belo,5206040,288,1,1
4195,Palibelo,5206041,288,1,1
4196,Wawo,5206050,288,1,1
4197,Langgudu,5206051,288,1,1
4198,Lambitu,5206052,288,1,1
4199,Sape,5206060,288,1,1
4200,Lambu,5206061,288,1,1
4201,Wera,5206070,288,1,1
4202,Ambalawi,5206071,288,1,1
4203,Donggo,5206080,288,1,1
4204,Soromandi,5206081,288,1,1
4205,Sanggar,5206090,288,1,1
4206,Tambora,5206091,288,1,1
4207,Sekongkang,5207010,289,1,1
4208,Jereweh,5207020,289,1,1
4209,Maluk,5207021,289,1,1
4210,Taliwang,5207030,289,1,1
4211,Brang Ene,5207031,289,1,1
4212,Brang Rea,5207040,289,1,1
4213,Seteluk,5207050,289,1,1
4214,Poto Tano,5207051,289,1,1
4215,Pemenang,5208010,290,1,1
4216,Tanjung,5208020,290,1,1
4217,Gangga,5208030,290,1,1
4218,Kayangan,5208040,290,1,1
4219,Bayan,5208050,290,1,1
4220,Ampenan,5271010,291,1,1
4221,Sekarbela,5271011,291,1,1
4222,Mataram,5271020,291,1,1
4223,Selaparang,5271021,291,1,1
4224,Cakranegara,5271030,291,1,1
4225,Sandubaya,5271031,291,1,1
4226,Rasanae Barat,5272010,292,1,1
4227,Mpunda,5272011,292,1,1
4228,Rasanae Timur,5272020,292,1,1
4229,Raba,5272021,292,1,1
4230,Asakota,5272030,292,1,1
4231,Lamboya,5301021,293,1,1
4232,Wanokaka,5301022,293,1,1
4233,Laboya Barat,5301023,293,1,1
4234,Loli,5301050,293,1,1
4235,Kota Waikabubak,5301060,293,1,1
4236,Tana Righu,5301072,293,1,1
4237,Lewa,5302010,294,1,1
4238,Nggaha Oriangu,5302011,294,1,1
4239,Lewa Tidahu,5302012,294,1,1
4240,Katala Hamu Lingu,5302013,294,1,1
4241,Tabundung,5302020,294,1,1
4242,Pinupahar,5302021,294,1,1
4243,Paberiwai,5302030,294,1,1
4244,Karera,5302031,294,1,1
4245,Matawai La Pawu,5302032,294,1,1
4246,Kahaungu Eti,5302033,294,1,1
4247,Mahu,5302034,294,1,1
4248,Ngadu Ngala,5302035,294,1,1
4249,Pahunga Lodu,5302040,294,1,1
4250,Wula Waijelu,5302041,294,1,1
4251,Rindi,5302051,294,1,1
4252,Umalulu,5302052,294,1,1
4253,Pandawai,5302060,294,1,1
4254,Kambata Mapambuhang,5302061,294,1,1
4255,Kota Waingapu,5302070,294,1,1
4256,Kambera,5302071,294,1,1
4257,Haharu,5302080,294,1,1
4258,Kanatang,5302081,294,1,1
4259,Semau,5303100,295,1,1
4260,Semau Selatan,5303101,295,1,1
4261,Kupang Barat,5303110,295,1,1
4262,Nekamese,5303111,295,1,1
4263,Kupang Tengah,5303120,295,1,1
4264,Taebenu,5303121,295,1,1
4265,Amarasi,5303130,295,1,1
4266,Amarasi Barat,5303131,295,1,1
4267,Amarasi Selatan,5303132,295,1,1
4268,Amarasi Timur,5303133,295,1,1
4269,Kupang Timur,5303140,295,1,1
4270,Amabi Oefeto Timur,5303141,295,1,1
4271,Amabi Oefeto,5303142,295,1,1
4272,Sulamu,5303150,295,1,1
4273,Fatuleu,5303160,295,1,1
4274,Fatuleu Tengah,5303161,295,1,1
4275,Fatuleu Barat,5303162,295,1,1
4276,Takari,5303170,295,1,1
4277,Amfoang Selatan,5303180,295,1,1
4278,Amfoang Barat Daya,5303181,295,1,1
4279,Amfoang Tengah,5303182,295,1,1
4280,Amfoang Utara,5303190,295,1,1
4281,Amfoang Barat Laut,5303191,295,1,1
4282,Amfoang Timur,5303192,295,1,1
4283,Mollo Utara,5304010,296,1,1
4284,Fatumnasi,5304011,296,1,1
4285,Tobu,5304012,296,1,1
4286,Nunbena,5304013,296,1,1
4287,Mollo Selatan,5304020,296,1,1
4288,Polen,5304021,296,1,1
4289,Mollo Barat,5304022,296,1,1
4290,Mollo Tengah,5304023,296,1,1
4291,Kota Soe,5304030,296,1,1
4292,Amanuban Barat,5304040,296,1,1
4293,Batu Putih,5304041,296,1,1
4294,Kuatnana,5304042,296,1,1
4295,Amanuban Selatan,5304050,296,1,1
4296,Noebeba,5304051,296,1,1
4297,Kuan Fatu,5304060,296,1,1
4298,Kualin,5304061,296,1,1
4299,Amanuban Tengah,5304070,296,1,1
4300,Kolbano,5304071,296,1,1
4301,Oenino,5304072,296,1,1
4302,Amanuban Timur,5304080,296,1,1
4303,Fautmolo,5304081,296,1,1
4304,Fatukopa,5304082,296,1,1
4305,Kie,5304090,296,1,1
4306,Kot'olin,5304091,296,1,1
4307,Amanatun Selatan,5304100,296,1,1
4308,Boking,5304101,296,1,1
4309,Nunkolo,5304102,296,1,1
4310,Noebana,5304103,296,1,1
4311,Santian,5304104,296,1,1
4312,Amanatun Utara,5304110,296,1,1
4313,Toianas,5304111,296,1,1
4314,Kokbaun,5304112,296,1,1
4315,Miomaffo Barat,5305010,297,1,1
4316,Miomaffo Tengah,5305011,297,1,1
4317,Musi,5305012,297,1,1
4318,Mutis,5305013,297,1,1
4319,Miomaffo Timur,5305020,297,1,1
4320,Noemuti,5305021,297,1,1
4321,Bikomi Selatan,5305022,297,1,1
4322,Bikomi Tengah,5305023,297,1,1
4323,Bikomi Nilulat,5305024,297,1,1
4324,Bikomi Utara,5305025,297,1,1
4325,Naibenu,5305026,297,1,1
4326,Noemuti Timur,5305027,297,1,1
4327,Kota Kefamenanu,5305030,297,1,1
4328,Insana,5305040,297,1,1
4329,Insana Utara,5305041,297,1,1
4330,Insana Barat,5305042,297,1,1
4331,Insana Tengah,5305043,297,1,1
4332,Insana Fafinesu,5305044,297,1,1
4333,Biboki Selatan,5305050,297,1,1
