id,name,short,district_id,zipcode,op_id,status_id
1,Latiung,1101010001,1,23891,1,1
2,Labuhan Bajau,1101010002,1,23891,1,1
3,Suak Lamatan,1101010003,1,23891,1,1
4,Ana Ao,1101010004,1,23891,1,1
5,Lataling,1101010005,1,23891,1,1
6,Pulau Bengkalak,1101010006,1,23891,1,1
7,Badegong,1101010007,1,23891,1,1
8,Kebun Baru,1101010008,1,23891,1,1
9,Ulul Mayang,1101010009,1,,1,1
10,Pasir Tinggi,1101010010,1,23891,1,1
11,Labuhan Jaya,1101010011,1,23891,1,1
12,Labuhan Bakti,1101010012,1,23891,1,1
13,Batu Ralang,1101010013,1,23891,1,1
14,Alus Alus,1101010014,1,23891,1,1
15,Seuneubok,1101010015,1,23891,1,1
16,Blang Sebel,1101010016,1,23891,1,1
17,Trans Baru,1101010017,1,23891,1,1
18,Trans Meranti,1101010018,1,,1,1
19,Trans Jernge,1101010019,1,23891,1,1
20,Air Pinang,1101020022,2,,1,1
21,Kuala Makmur,1101020023,2,,1,1
22,Ganting,1101020024,2,,1,1
23,Linggi,1101020025,2,,1,1
24,Lugu,1101020026,2,,1,1
25,Sinabang,1101020027,2,,1,1
26,Suka Maju,1101020028,2,,1,1
27,Suka Karya,1101020029,2,,1,1
28,Suka Jaya,1101020030,2,,1,1
29,Air Dingin,1101020031,2,,1,1
30,Kota Batu,1101020032,2,,1,1
31,Suak Buluh,1101020035,2,,1,1
32,Ujung Tinggi,1101020036,2,,1,1
33,Pulau Siumat,1101020037,2,,1,1
34,Sefoyan,1101020038,2,,1,1
35,Amaiteng Mulia,1101020039,2,,1,1
36,Ameria Bahagia,1101020040,2,,1,1
37,Sital,1101021001,3,23892,1,1
38,Leubang,1101021002,3,,1,1
39,Leubang Hulu,1101021003,3,23892,1,1
40,Awe Seubal,1101021004,3,23892,1,1
41,Lantik,1101021005,3,23892,1,1
42,Awe Kecil,1101021006,3,23892,1,1
43,Salur,1101021007,3,23892,1,1
44,Salur Latun,1101021008,3,23892,1,1
45,Salur Lasengalu,1101021009,3,23892,1,1
46,Nancala,1101021010,3,23892,1,1
47,Maudil,1101021011,3,23892,1,1
48,Inor,1101021012,3,23892,1,1
49,Naibos,1101021013,3,23892,1,1
50,Laayon,1101021014,3,23892,1,1
51,Angkeo,1101021015,3,23892,1,1
52,Bunon,1101021016,3,23892,1,1
53,Silengas,1101021017,3,23892,1,1
54,Pulau Teupah,1101021018,3,23892,1,1
55,Kahat,1101022001,4,23891,1,1
56,Busung Indah,1101022002,4,23891,1,1
57,Nancawa,1101022003,4,23891,1,1
58,Labuah,1101022004,4,23891,1,1
59,Abail,1101022005,4,23891,1,1
60,Simpang Abail,1101022006,4,23891,1,1
61,Lanting,1101022007,4,23891,1,1
62,Lasikin,1101022008,4,23891,1,1
63,Matanurung,1101022009,4,,1,1
64,Sua Sua,1101022010,4,,1,1
65,Batu Batu,1101022011,4,,1,1
66,Situbuk,1101022012,4,23891,1,1
67,Dihit,1101030001,5,,1,1
68,Lauke,1101030002,5,,1,1
69,Lambaya,1101030003,5,,1,1
70,Lakubang,1101030004,5,,1,1
71,Kampung Aie,1101030005,5,,1,1
72,Lauree,1101030006,5,,1,1
73,Latitik,1101030007,5,,1,1
74,Lamayang,1101030008,5,,1,1
75,Wel Wel,1101030009,5,,1,1
76,Situfa Jaya,1101030020,5,,1,1
77,Putra Jaya,1101030021,5,,1,1
78,Luan Sorip,1101030022,5,,1,1
79,Suak Baru,1101030023,5,,1,1
80,Sebbe,1101030024,5,,1,1
81,Kuta Baru,1101030025,5,,1,1
82,Wel Langkom,1101030026,5,,1,1
83,Kuala Bakti,1101031001,6,23891,1,1
84,Lugu Sebahak,1101031002,6,,1,1
85,Gunung Putih,1101031003,6,23891,1,1
86,Babussalam,1101031004,6,23891,1,1
87,Muara Aman,1101031005,6,23891,1,1
88,Luan Balu,1101031006,6,23891,1,1
89,Sambai,1101031007,6,,1,1
90,Kuala Baru,1101031008,6,23891,1,1
91,Tanjung Raya,1101031009,6,23891,1,1
92,Bulu Hadik,1101031010,6,23891,1,1
93,Bubuhan,1101032001,7,23894,1,1
94,Amarabu,1101032002,7,23894,1,1
95,Kuta Inang,1101032003,7,23894,1,1
96,Kuta Padang,1101032004,7,23894,1,1
97,Latak Ayah,1101032005,7,23894,1,1
98,Sibuluh,1101032006,7,23894,1,1
99,Borengan,1101032007,7,23894,1,1
100,Ujung Padang,1101032008,7,,1,1
101,Ujung Salang,1101040001,8,23893,1,1
102,Padang Unoi,1101040002,8,23893,1,1
103,Meunafa,1101040003,8,,1,1
104,Nasreuhe,1101040004,8,23893,1,1
105,Along,1101040005,8,,1,1
106,Panton Lawe,1101040006,8,23893,1,1
107,Mutiara,1101040007,8,23893,1,1
108,Karya Bakti,1101040008,8,23893,1,1
109,Tamon Jaya,1101040009,8,,1,1
110,Jaya Baru,1101040010,8,23893,1,1
111,Tameng,1101040011,8,23893,1,1
112,Lalla Bahagia,1101040012,8,23893,1,1
113,Suak Manang,1101040013,8,23893,1,1
114,Bunga,1101040014,8,23893,1,1
115,Ganang Pusako,1101040015,8,23893,1,1
116,Kenangan Jaya,1101040016,8,23893,1,1
117,Sanggiran,1101050007,9,,1,1
118,Amabaan,1101050008,9,,1,1
119,Miteum,1101050009,9,,1,1
120,Malasin,1101050010,9,,1,1
121,Lamamek,1101050011,9,,1,1
122,Sigulai,1101050012,9,,1,1
123,Sembilan,1101050013,9,,1,1
124,Layabaung,1101050014,9,,1,1
125,Lhok Makmur,1101050015,9,,1,1
126,Ujung Harapan,1101050016,9,,1,1
127,Lhok Bikhao,1101050017,9,,1,1
128,Babul Makmur,1101050018,9,,1,1
129,Batu Ragi,1101050019,9,,1,1
130,Sinar Bahagia,1101050020,9,,1,1
131,Lafakha,1101051001,10,,1,1
132,Lhok Dalam,1101051002,10,,1,1
133,Lubuk Baik,1101051003,10,,1,1
134,Langi,1101051004,10,,1,1
135,Serafon,1101051005,10,,1,1
136,Lhok Pauh,1101051006,10,,1,1
137,Lamerem,1101051007,10,,1,1
138,Lewak,1101051008,10,,1,1
139,Pulau Baguk,1102010003,11,24791,1,1
140,Pulau Balai,1102010004,11,24791,1,1
141,Teluk Nibung,1102010005,11,24791,1,1
142,Asantola,1102011001,12,24791,1,1
143,Ujung Sialit,1102011002,12,24791,1,1
144,Haloban,1102011003,12,24791,1,1
145,Suka Makmur,1102011004,12,24791,1,1
146,Pulo Sarok,1102020003,13,24785,1,1
147,Pasar Singkil,1102020004,13,24785,1,1
148,Ujung,1102020005,13,24785,1,1
149,Kota Simboling,1102020006,13,24785,1,1
150,Kilangan,1102020007,13,24785,1,1
151,Teluk Ambun,1102020009,13,24785,1,1
152,Rantau Gedang,1102020010,13,24785,1,1
153,Teluk Rumbia,1102020011,13,24785,1,1
154,Takal Pasir,1102020012,13,24785,1,1
155,Selok Aceh,1102020013,13,24785,1,1
156,Pea Bumbung,1102020014,13,,1,1
157,Pemuka,1102020015,13,24785,1,1
158,Suka Damai,1102020019,13,24785,1,1
159,Ujung Bawang,1102020020,13,24785,1,1
160,Siti Ambia,1102020021,13,24785,1,1
161,Suka Makmur,1102020022,13,24785,1,1
162,Gosong Telaga Utara,1102021001,14,24785,1,1
163,Gosong Telaga Selatan,1102021002,14,24785,1,1
164,Gosong Telaga Timur,1102021003,14,24785,1,1
165,Telaga Bakti,1102021004,14,,1,1
166,Kampung Baru,1102021005,14,24785,1,1
167,Ketapang Indah,1102021006,14,24785,1,1
168,Gosong Telaga Barat,1102021007,14,24785,1,1
169,Kayu Menang,1102022001,15,24784,1,1
170,Kuala Baru Sungai,1102022002,15,24784,1,1
171,Kuala Baru Laut,1102022003,15,24784,1,1
172,Suka Jaya,1102022004,15,24784,1,1
173,Pangi,1102030017,16,24783,1,1
174,Tugan,1102030026,16,24783,1,1
175,Cibubukan,1102030027,16,24783,1,1
176,Kain Golong,1102030028,16,24783,1,1
177,Sukarejo,1102030029,16,24783,1,1
178,Tuh Tuhan,1102030030,16,24783,1,1
179,Lae Gecih,1102030031,16,24783,1,1
180,Siatas,1102030032,16,24783,1,1
181,Kuta Kerangan,1102030033,16,,1,1
182,Lipat Kajang,1102030034,16,24783,1,1
183,Tanjung Mas,1102030035,16,24783,1,1
184,Serasah,1102030036,16,24783,1,1
185,Ujung Limus,1102030038,16,24783,1,1
186,Silatong,1102030039,16,24783,1,1
187,Lae Riman,1102030040,16,24783,1,1
188,Pertabas,1102030041,16,24783,1,1
189,Kuta Tinggi,1102030042,16,24783,1,1
190,Lae Nipe,1102030043,16,24783,1,1
191,Pakiraman,1102030044,16,24783,1,1
192,Lae Gambir,1102030048,16,24783,1,1
193,Kuta Batu,1102030049,16,24783,1,1
194,Guha,1102030050,16,24783,1,1
195,Lipat Kajang Atas,1102030051,16,24783,1,1
196,Sidodadi,1102030052,16,,1,1
197,Pandan Sari,1102030053,16,24783,1,1
198,Pertampakan,1102031001,17,,1,1
199,Tanah Merah,1102031002,17,,1,1
200,Sebatang,1102031003,17,,1,1
201,Seping Baru,1102031004,17,,1,1
202,Perangusan,1102031005,17,,1,1
203,Gunung Lagan,1102031006,17,,1,1
204,Tanah Bara,1102031007,17,,1,1
205,Suka Makmur,1102031008,17,,1,1
206,Sidorejo,1102031009,17,,1,1
207,Pandan Sari,1102031010,17,,1,1
208,Blok 31,1102031011,17,,1,1
209,Blok 18,1102031012,17,,1,1
210,Sanggaberu Silulusan,1102031013,17,,1,1
211,Blok 15,1102031014,17,,1,1
212,Tulaan,1102031015,17,,1,1
213,Blok Vi Baru,1102031016,17,,1,1
214,Tunas Harapan,1102031017,17,,1,1
215,Lae Butar,1102031018,17,,1,1
216,Rimo,1102031019,17,,1,1
217,Sianjo Anjo Meriah,1102031020,17,,1,1
218,Cingkam,1102031021,17,,1,1
219,Bukit Harapan,1102031022,17,,1,1
220,Penjahitan,1102031023,17,,1,1
221,Tanjung Betik,1102031024,17,,1,1
222,Labuhan Kera,1102031025,17,,1,1
223,Situban Makmur,1102032001,18,24784,1,1
224,Lae Balno,1102032002,18,24784,1,1
225,Sikoran,1102032003,18,24784,1,1
226,Napa Galuh,1102032004,18,24784,1,1
227,Biskang,1102032005,18,24784,1,1
228,Situbuh-Tubuh,1102032006,18,24784,1,1
229,Danau Pinang,1102032007,18,,1,1
230,Mandumpang,1102033001,19,,1,1
231,Alur Linci,1102033002,19,,1,1
232,Sirimo Mungkur,1102033003,19,,1,1
233,Keras,1102033004,19,,1,1
234,Ketangkuhan,1102033005,19,,1,1
235,Siompin,1102033006,19,,1,1
236,Bulu Ara,1102033007,19,,1,1
237,Lae Bangun,1102033008,19,,1,1
238,Bulu Sema,1102033009,19,,1,1
239,Pangkalan Sulampi,1102033010,19,,1,1
240,Suro Baru,1102033011,19,,1,1
241,Lae Cikala,1102033012,19,,1,1
242,Sri Kayu,1102042001,20,24784,1,1
243,Pea Jambu,1102042002,20,24784,1,1
244,Lae Pinang,1102042003,20,24784,1,1
245,Singkohor,1102042004,20,24784,1,1
246,Mukti Harapan,1102042005,20,,1,1
247,Mukti Jaya,1102042006,20,,1,1
248,Lae Sipola,1102042007,20,24784,1,1
249,Muara Pea,1102043001,21,24784,1,1
250,Sumber Mukti,1102043002,21,24784,1,1
251,Ladang Bisik,1102043003,21,24784,1,1
252,Samar Dua,1102043004,21,24784,1,1
253,Butar,1102043005,21,24784,1,1
254,Mukti Lincir,1102043006,21,24784,1,1
255,Lapahan Buaya,1102043007,21,24784,1,1
256,Lentong,1102043008,21,24784,1,1
257,Danau Bungara,1102043009,21,24784,1,1
258,Selakar Udang,1102043010,21,,1,1
259,Kuta Padang,1103010001,22,23774,1,1
260,Raket,1103010002,22,23774,1,1
261,Gampong Tengah,1103010003,22,,1,1
262,Tepin Tinggi,1103010004,22,,1,1
263,Ie Meudama,1103010005,22,23774,1,1
264,Ujong Tan0h,1103010009,22,,1,1
265,Keude Trumon,1103010010,22,23774,1,1
266,Kuta Baru,1103010011,22,,1,1
267,Singleng,1103010012,22,,1,1
268,Panton Bili,1103010013,22,,1,1
269,Upt Ii Pd Harapan,1103010027,22,,1,1
270,Seunabok Jaya (Ex Upt V),1103010030,22,,1,1
271,Titi Poben,1103011001,23,23774,1,1
272,Alur Bujok,1103011002,23,23774,1,1
273,Seuneubok Puntho,1103011003,23,23774,1,1
274,Pinto Rimba,1103011008,23,23774,1,1
275,Krung Luas,1103011009,23,,1,1
276,Jambo Dalem,1103011010,23,23774,1,1
277,Kapai Seusak,1103011011,23,23774,1,1
278,Upt I Snb Pusaka,1103011012,23,,1,1
279,Lhok Raya,1103012001,24,23774,1,1
280,Ie Jeureuneh,1103012002,24,23774,1,1
281,Naca,1103012003,24,23774,1,1
282,Cot Bayu,1103012004,24,23774,1,1
283,Jambo Papeun,1103012005,24,23774,1,1
284,Ladang Rimba,1103012006,24,23774,1,1
285,Pulo Paya,1103012007,24,23774,1,1
286,Krueng Batee,1103012008,24,23774,1,1
287,Kampong Teungoh,1103012009,24,,1,1
288,Gunong Kapho,1103012010,24,,1,1
289,Ujung Mangki,1103020001,25,23773,1,1
290,Keude Bakongan,1103020002,25,23773,1,1
291,Kampung Baru,1103020003,25,,1,1
292,Ujung Padang,1103020014,25,23773,1,1
293,Kmp Drien,1103020015,25,,1,1
294,Dahrul Ihsan,1103020023,25,,1,1
295,Padang Beurahan,1103020024,25,,1,1
296,Ujung Pulo Cut,1103021002,26,23773,1,1
297,Ujung Pulo Rayeuk,1103021003,26,23773,1,1
298,Pasi Seubadeh,1103021004,26,,1,1
299,Ladang Rimba,1103021005,26,23773,1,1
300,Simpang,1103021006,26,23773,1,1
301,Sawah Tingkeum,1103021007,26,23773,1,1
302,Seuleukat,1103021008,26,,1,1
303,Seneubok Alur Bulah,1103022001,27,,1,1
304,Alurduamas,1103022002,27,,1,1
305,Jambo Keupok,1103022003,27,,1,1
306,Ujung Tanoh,1103022004,27,23773,1,1
307,Beutong,1103022005,27,23773,1,1
308,Ujung Gunong Rayek,1103022006,27,23773,1,1
309,Ujung Gunung Cut,1103022007,27,23773,1,1
310,Rambong,1103022008,27,23773,1,1
311,Seuneubok Keuranji,1103022009,27,,1,1
312,Bukit Gading,1103022010,27,,1,1
313,Pasi Lembang,1103030001,28,23772,1,1
314,Ujung Padang,1103030002,28,23772,1,1
315,Indra Damai,1103030003,28,23772,1,1
316,Suaq Bakong,1103030004,28,23772,1,1
317,Barat Daya,1103030005,28,23772,1,1
318,Sialang,1103030006,28,23772,1,1
319,Kapeh,1103030007,28,23772,1,1
320,Pulo Ie,1103030008,28,23772,1,1
321,Jua,1103030009,28,23772,1,1
322,Pasi Merapat,1103030010,28,23772,1,1
323,Ujung,1103030011,28,23772,1,1
324,Luar,1103030012,28,23772,1,1
325,Kedai Kandang,1103030013,28,23772,1,1
326,Rantau Binuang,1103030014,28,23772,1,1
327,Ujung Pasir,1103030015,28,23772,1,1
328,Gelumbuk,1103030016,28,23772,1,1
329,Kedai Runding,1103030017,28,23772,1,1
330,Sapik,1103031001,29,23772,1,1
331,Durian Kawan,1103031002,29,23772,1,1
332,Alai,1103031003,29,23772,1,1
333,Paya Dapur,1103031004,29,23772,1,1
334,Pucuk Lembang,1103031005,29,23772,1,1
335,Lawe Buluh Didi,1103031006,29,23772,1,1
336,Lawe Sawah,1103031007,29,23772,1,1
337,Paya Laba,1103031008,29,23772,1,1
338,Lawe Cimanok,1103031009,29,23772,1,1
339,Kedai Padang,1103040001,30,23771,1,1
340,Pasi Kuala Bau,1103040002,30,23771,1,1
341,Suaq Geringgeng,1103040003,30,,1,1
342,Simpang Lhee,1103040004,30,23771,1,1
343,Simpang Empat,1103040005,30,23771,1,1
344,Jambo Manyang,1103040006,30,23771,1,1
345,Limau Purut,1103040007,30,,1,1
346,Pulo Kambing,1103040008,30,23771,1,1
347,Kampung Paya,1103040009,30,23771,1,1
348,Krueng Batu,1103040010,30,23771,1,1
349,Gunong Pulo,1103040011,30,23771,1,1
350,Pulo Ie I,1103040012,30,23771,1,1
351,Krueng Batee,1103040013,30,23771,1,1
352,Pasi Kuala Asahan,1103040014,30,23771,1,1
353,Fajar Harapan,1103040015,30,23771,1,1
354,Krueng Kluet,1103040036,30,23771,1,1
355,Alur Mas,1103040039,30,23771,1,1
356,Kampung Tinggi,1103040050,30,23771,1,1
357,Kampung Ruak,1103040051,30,23771,1,1
358,Kota Fajar,1103040052,30,,1,1
359,Gunung Pudung,1103040053,30,23771,1,1
360,Ujung Padang Asahan,1103041001,31,23755,1,1
361,Pulo Ie Ii,1103041002,31,23755,1,1
362,Ie Mirah,1103041003,31,,1,1
363,Ujung Padang Rasian,1103041004,31,23755,1,1
364,Pasi Rasian,1103041005,31,,1,1
365,Teupin Gajah,1103041006,31,23755,1,1
366,Kampung Baro,1103041007,31,,1,1
367,Krueng Kelee,1103041008,31,23755,1,1
368,Lhok Sialang Rayeuk,1103041009,31,23755,1,1
369,Lhok Sialang Cut,1103041010,31,23755,1,1
370,Payateuk,1103041011,31,,1,1
371,Silolo,1103041012,31,23755,1,1
372,Kampung Baru,1103041013,31,,1,1
373,Si Neubok,1103041014,31,,1,1
374,Ladang Tuha,1103041015,31,23755,1,1
375,Panton Bili,1103041016,31,23755,1,1
376,Ladang Teungoh,1103041017,31,23755,1,1
377,Pucuk Krueng,1103041018,31,,1,1
378,Mata Ie,1103041019,31,,1,1
379,Ujung Batu,1103041020,31,,1,1
380,Pante Raja,1103041021,31,23755,1,1
381,Jambo Papan,1103042001,32,23772,1,1
382,Koto Indarung,1103042002,32,23772,1,1
383,Siurai Urai,1103042003,32,,1,1
384,Malaka,1103042004,32,23772,1,1
385,Lawe Melang,1103042005,32,23772,1,1
386,Koto,1103042006,32,,1,1
387,Kampung Sawah,1103042007,32,23772,1,1
388,Kampung Padang,1103042008,32,23772,1,1
389,Pulo Air,1103042009,32,23772,1,1
390,Mersak,1103042010,32,23772,1,1
391,Simpang Dua,1103042011,32,23772,1,1
392,Simpang Tiga,1103042012,32,23772,1,1
393,Alur Kejrun,1103042013,32,,1,1
394,Gunung Kerambil,1103050001,33,23711,1,1
395,Air Berudang,1103050002,33,23711,1,1
396,Lhok Ketapang,1103050003,33,,1,1
397,Hilir,1103050004,33,23717,1,1
398,Pasar,1103050005,33,23711,1,1
399,Padang,1103050006,33,23713,1,1
400,Tepi Air,1103050007,33,23712,1,1
401,Hulu,1103050008,33,23714,1,1
402,Jambo Apha,1103050009,33,23716,1,1
403,Lhok Bengkuang,1103050010,33,23715,1,1
404,Batu Itam,1103050011,33,23711,1,1
405,Panjupian,1103050012,33,23711,1,1
406,Lhok Rukam,1103050013,33,23711,1,1
407,Air Pinang,1103050014,33,23711,1,1
408,Panton Luas,1103050015,33,23711,1,1
409,Lhok Bengkuang Timur,1103050016,33,23712,1,1
410,Ujung Tanah,1103060001,34,23752,1,1
411,Payonan Gadang,1103060002,34,23752,1,1
412,Lubuk Layu,1103060003,34,23752,1,1
413,Suaq Hulu,1103060004,34,23752,1,1
414,Luar,1103060005,34,23752,1,1
415,Ujung Kampung,1103060006,34,23752,1,1
416,Tampang,1103060007,34,23752,1,1
417,Jilatang,1103060008,34,23752,1,1
418,Air Sialang Hulu,1103060009,34,23752,1,1
419,Air Sialang Tengah,1103060010,34,23752,1,1
420,Air Sialang Hilir,1103060011,34,23752,1,1
421,Subarang,1103060012,34,23752,1,1
422,Gunung Ketek,1103060013,34,23752,1,1
423,Kota Baru,1103060014,34,23752,1,1
424,Madat,1103060015,34,23752,1,1
425,Dalam,1103060016,34,23752,1,1
426,Tengah,1103060017,34,23752,1,1
427,Balai,1103060018,34,23752,1,1
428,Baru,1103060019,34,23752,1,1
429,Gadang,1103060020,34,23752,1,1
430,Ladang Kasik Putih,1103060021,34,23752,1,1
431,Ladang Panton Luas,1103060022,34,23752,1,1
432,Alur Simerah,1103060023,34,23752,1,1
433,Alur Pinang,1103060024,34,23752,1,1
434,Gunung Cut,1103060025,34,23752,1,1
435,Kuta Blang,1103060026,34,23752,1,1
436,Batee Tunggai,1103060027,34,23752,1,1
437,Arafah,1103060028,34,23752,1,1
438,Sawang Bau,1103070001,35,23753,1,1
439,Ujung Padang,1103070002,35,23753,1,1
440,Kuta Baro,1103070003,35,23753,1,1
441,Simpang Iii,1103070004,35,,1,1
442,Blang Gelinggang,1103070005,35,,1,1
443,Meuligo,1103070006,35,23753,1,1
444,Sawang I,1103070007,35,23753,1,1
445,Sawang Ii,1103070008,35,23753,1,1
446,Ujung Karang,1103070009,35,23753,1,1
447,Lhok Pawoh,1103070010,35,23753,1,1
448,Panton Luas,1103070011,35,23753,1,1
449,Trieng Meuduro Tunong,1103070012,35,23753,1,1
450,Trieng Meuduro Baroh,1103070013,35,23753,1,1
451,Sikulat,1103070014,35,23753,1,1
452,Mutiara,1103070015,35,23753,1,1
453,Alue Meutuah,1103080001,36,23754,1,1
454,Lhok Aman,1103080002,36,23754,1,1
455,Ladang Baro,1103080003,36,23754,1,1
456,Labuhan Tarok,1103080004,36,23754,1,1
457,Tanjung Harapan,1103080005,36,23754,1,1
458,Kuta Baro,1103080006,36,,1,1
459,Keude Meukek,1103080007,36,23754,1,1
460,Aron Tunggai,1103080008,36,,1,1
461,Blang Bladeh,1103080009,36,23754,1,1
462,Blang Teungoh,1103080010,36,23754,1,1
463,Ie Buboh,1103080011,36,,1,1
464,Kuta Buloh Ii,1103080012,36,23754,1,1
465,Kuta Buloh I,1103080013,36,23754,1,1
466,Ie Dingen,1103080014,36,,1,1
467,Drien Jalo,1103080015,36,23754,1,1
468,Jambo Papeun,1103080016,36,23754,1,1
469,Buket Meuh,1103080017,36,23754,1,1
470,Alue Baro,1103080018,36,23754,1,1
471,Rot Teungoh,1103080019,36,23754,1,1
472,Blang Kuala,1103080020,36,23754,1,1
473,Ladang Tuha,1103080021,36,23754,1,1
474,Lhok Mamplam,1103080022,36,23754,1,1
475,Labuhan Tarok Ii,1103080023,36,23754,1,1
476,Padang Baru,1103090010,37,23761,1,1
477,Lembah Baru,1103090011,37,23761,1,1
478,Tengah Baru,1103090012,37,23761,1,1
479,Pawoh,1103090013,37,23761,1,1
480,Apha,1103090014,37,23761,1,1
481,Pasar Lama,1103090015,37,23761,1,1
482,Padang Bakau,1103090016,37,23761,1,1
483,Bakau Hulu,1103090028,37,23761,1,1
484,Manggis Harapan,1103090029,37,23761,1,1
485,Ujung Batu,1103090030,37,23761,1,1
486,Dalam,1103090031,37,23761,1,1
487,Kota Palak,1103090032,37,23761,1,1
488,Cacang,1103090033,37,23761,1,1
489,Tengah Pisang,1103090034,37,23761,1,1
490,Pisang,1103090035,37,23761,1,1
491,Hulu Pisang,1103090036,37,23761,1,1
492,Keumumu Hilir,1103091001,38,23758,1,1
493,Paya Peulumat,1103091002,38,23758,1,1
494,Tengah Peulumat,1103091003,38,23758,1,1
495,Padang Peulumat,1103091004,38,23758,1,1
496,Limau Saring,1103091005,38,23758,1,1
497,Aur Peulumat,1103091006,38,23758,1,1
498,Keumumu Hulu,1103091007,38,23758,1,1
499,Beutong,1103091008,38,23758,1,1
500,Peunalop,1103091009,38,,1,1
501,Gunung Rotan,1103091010,38,23758,1,1
502,Keumumu Seberang,1103091011,38,23758,1,1
503,Sawang Indah,1103091012,38,23758,1,1
504,Pulo Ie,1103092001,39,23757,1,1
505,Suak Lokan,1103092002,39,23757,1,1
506,Iku Lhung,1103092003,39,23757,1,1
507,Pante Geulima,1103092004,39,23757,1,1
508,Blang Baru,1103092005,39,23757,1,1
509,Blang Poroh,1103092006,39,23757,1,1
510,Kuta Iboh,1103092007,39,,1,1
511,Tutong,1103092008,39,23757,1,1
512,Ujung Padang,1103092009,39,23757,1,1
513,Tengah Iboh,1103092010,39,,1,1
514,Peulokan,1103092011,39,23757,1,1
515,Kuta Trieng,1103092012,39,23757,1,1
516,Panton Pawoh,1103092013,39,23757,1,1
517,Batee Meucanang,1103092014,39,23757,1,1
518,Panton Rubek,1103092015,39,23757,1,1
519,Muara Baru,1104010021,40,24661,1,1
520,Pasir Bangun,1104010022,40,24661,1,1
521,Ngkeran,1104010023,40,24661,1,1
522,Lawe Kongkir,1104010024,40,,1,1
523,Kubu,1104010025,40,24661,1,1
524,Kuta Cingkam Ii,1104010026,40,24661,1,1
525,Kuta Cingkam I,1104010027,40,24661,1,1
526,Lawe Sempilang,1104010028,40,24661,1,1
527,Kuta Batu Ii,1104010029,40,24661,1,1
528,Kuta Batu I,1104010030,40,24661,1,1
529,Prapat Batu Nunggul,1104010031,40,,1,1
530,Pulo Sepang,1104010032,40,24661,1,1
531,Paya Munje,1104010034,40,,1,1
532,Darul Amin,1104010035,40,24661,1,1
533,Lawe Lubang Indah,1104010036,40,24661,1,1
534,Batu Hamparan,1104010037,40,24661,1,1
535,Rih Mbelang,1104010038,40,,1,1
536,Kute Batu Baru,1104010039,40,,1,1
537,Rumah Kampung,1104010040,40,24661,1,1
538,Pasekh Pekhmate,1104010041,40,,1,1
539,Pasir Nunggul,1104010042,40,24661,1,1
540,Lawe Kongkir Hilir,1104010043,40,,1,1
541,Pulo Ndadap,1104010044,40,24661,1,1
542,Pintu Khimbe,1104010045,40,24661,1,1
543,Pulo Gadung,1104010046,40,24661,1,1
544,Cingkam Meranggun,1104010047,40,,1,1
545,Pasir Nunang,1104010048,40,,1,1
546,Deleng Kukusen,1104010049,40,24661,1,1
547,Penguhapan,1104011001,41,24673,1,1
548,Salim Pipit,1104011002,41,24673,1,1
549,Lawe Sumur,1104011003,41,24673,1,1
550,Uning Sigugur,1104011004,41,24673,1,1
551,Kuta Lang Lang,1104011005,41,,1,1
552,Lumban Sitio Tio,1104011006,41,,1,1
553,Meranti,1104011007,41,24673,1,1
554,Perdamean,1104011008,41,24673,1,1
555,Mutiara Damai,1104011009,41,24673,1,1
556,Lumban Tua,1104011010,41,24673,1,1
557,Dolok Nauli,1104011011,41,24673,1,1
558,Tuhi Jongkat,1104011012,41,24673,1,1
559,Titi Mas,1104011013,41,24673,1,1
560,Lawe Malun,1104011017,41,,1,1
561,Alur Baning,1104011018,41,24673,1,1
562,Sigai Indah,1104011019,41,24673,1,1
563,Sumur Alas,1104011020,41,,1,1
564,Tuah Mesade,1104011021,41,24673,1,1
565,Lingga Alas,1104011022,41,,1,1
566,Rambung Tubung,1104011023,41,,1,1
567,Sperinding,1104011024,41,,1,1
568,Tanah Subur,1104011025,41,,1,1
569,Pinggan Mblang,1104011026,41,,1,1
570,Ukir Deleng,1104011027,41,,1,1
571,Alas Mesikhat,1104011028,41,24673,1,1
572,Titi Harapan,1104011029,41,,1,1
573,Alur Baru,1104011030,41,,1,1
574,Alur Langsat,1104012001,42,,1,1
575,Lawe Tungkal,1104012002,42,,1,1
576,Rumah Luar,1104012003,42,,1,1
577,Rambah Sayang,1104012005,42,,1,1
578,Jambur Damar,1104012006,42,,1,1
579,Tenembak Alas,1104012007,42,,1,1
580,Salim Pinim,1104012008,42,,1,1
581,Rutung Mbelang,1104012009,42,,1,1
582,Setambul Jaya,1104012010,42,,1,1
583,Alur Nangka,1104012011,42,,1,1
584,Timang Rasa,1104012012,42,,1,1
585,Jambur Permata,1104012013,42,,1,1
586,Kute Mejile,1104012014,42,,1,1
587,Salim Pinim Ii,1104012015,42,,1,1
588,Lawe Loning Gab,1104020011,43,,1,1
589,Lawe Loning Aman,1104020012,43,24673,1,1
590,Gabungan Parsaoran,1104020013,43,24673,1,1
591,Kedataran Gab,1104020014,43,,1,1
592,Kuta Tengah,1104020016,43,,1,1
593,Tanah Baru,1104020017,43,24673,1,1
594,Lawe Sigala Timur,1104020018,43,24673,1,1
595,Lawe Sigala Barat,1104020019,43,24673,1,1
596,Suka Damai,1104020020,43,24673,1,1
597,Lawe Sigala Ii,1104020021,43,24673,1,1
